journal_id,journal_name,field
720,Al-Shajarah,Social Sciences
700,Aisthesis-Pratiche Linguaggi e Saperi dell Estetico,Arts and Humanities
751,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,"Biochemistry, Genetics and Molecular Biology"
735,Alexandria Engineering Journal,Engineering
756,Allergo Journal,Medicine
738,Algal Research-Biomass Biofuels and Bioproducts,Energy
748,ALGORITHMICA,Computer Science
743,ALGEBRA UNIVERSALIS,Computer Science
741,Algebra and Logic,Mathematics
744,Algebraic and Geometric Topology,Mathematics
758,ALLERGOLOGIE,Medicine
746,ALGEBRAS AND REPRESENTATION THEORY,Mathematics
727,Alcoholism Treatment Quarterly,Medicine
723,ALCHERINGA,Earth and Planetary Sciences
742,ALGEBRA COLLOQUIUM,Mathematics
739,Algebra & Number Theory,Mathematics
730,Alea-Estudos Neolatinos,Arts and Humanities
750,Alicante Journal of English Studies-Revista Alicantina de Estudios Ingleses,Psychology
736,Alexandria Journal of Medicine,"Economics, Econometrics and Finance"
731,ALEA-Latin American Journal of Probability and Mathematical Statistics,Mathematics
749,Algorithms for Molecular Biology,"Biochemistry, Genetics and Molecular Biology"
734,Alergologia Polska-Polish Journal of Allergology,Medicine
755,All Life,"Biochemistry, Genetics and Molecular Biology"
745,Algebraic Geometry,Mathematics
732,Aleph-Historical Studies in Science & Judaism,Arts and Humanities
740,Algebra And Discrete Mathematics,Mathematics
752,Alkoholizm i Narkomania-Alcoholism and Drug Addiction,Medicine
753,All Azimuth-A Journal of Foreign Policy and Peace,Social Sciences
747,Algorithmic Finance,"Economics, Econometrics and Finance"
782,Alzheimers & Dementia,Medicine
761,ALLERGY,Medicine
788,AMBIO,Environmental Science
796,AMERICAN ANNALS OF THE DEAF,Psychology
784,Alzheimers Research & Therapy,Medicine
792,AMEGHINIANA,Earth and Planetary Sciences
790,Ambix,Chemistry
760,ALLERGOLOGY INTERNATIONAL,Medicine
777,Alternative Law Journal,Social Sciences
793,AMERASIA JOURNAL,Social Sciences
786,Amazonia Investiga,Social Sciences
766,Allgemeine Zeitschrift fur Philosophie,Social Sciences
794,America Latina Hoy-Revista de Ciencias Sociales,Social Sciences
797,American Art,Arts and Humanities
780,ALTEX-Alternatives to Animal Experimentation,Veterinary
779,ALTERNATIVES,Social Sciences
783,Alzheimers & Dementia-Translational Research & Clinical Interventions,Medicine
770,Alpha-Revista de Artes Letras y Filosofia,Arts and Humanities
764,Allergy Asthma & Respiratory Disease,Medicine
774,Alter-European Journal of Disability Research,Health Professions
791,AME Case Reports,Medicine
773,ALSIC-Apprentissage des Langues et Systems d Information et de Communication,Social Sciences
795,America sin Nombre,Arts and Humanities
776,Alternativas. Cuadernos de Trabajo Social,Social Sciences
769,Alpha Psychiatry,Medicine
785,AMA-Agricultural Mechanization in Asia Africa and Latin America,Engineering
775,Alteridad-Revista de Educacion,Social Sciences
759,Allergologie select,Medicine
768,Aloma-Revista de Psicologia Ciencies de l Educacio i de l Esport,Computer Science
772,Alpine Entomology,Agricultural and Biological Sciences
834,AMERICAN JOURNAL OF CLINICAL NUTRITION,Medicine
799,AMERICAN BIOLOGY TEACHER,Psychology
820,AMERICAN JOURNAL OF ARCHAEOLOGY,Arts and Humanities
807,AMERICAN ECONOMIC REVIEW,"Economics, Econometrics and Finance"
822,AMERICAN JOURNAL OF BIOETHICS,Health Professions
828,American Journal of Case Reports,Medicine
833,AMERICAN JOURNAL OF CLINICAL HYPNOSIS,Neuroscience
810,AMERICAN FERN JOURNAL,Agricultural and Biological Sciences
829,AMERICAN JOURNAL OF CHINESE MEDICINE,Medicine
800,AMERICAN BOOK REVIEW,Arts and Humanities
801,AMERICAN BUSINESS LAW JOURNAL,"Business, Management and Accounting"
802,AMERICAN CATHOLIC PHILOSOPHICAL QUARTERLY,Arts and Humanities
832,AMERICAN JOURNAL OF CLINICAL DERMATOLOGY,Medicine
816,AMERICAN INDIAN CULTURE AND RESEARCH JOURNAL,Social Sciences
821,American Journal of Audiology,Neuroscience
817,AMERICAN JEWISH HISTORY,Social Sciences
815,AMERICAN IMAGO,Psychology
805,American Economic Journal-Economic Policy,"Economics, Econometrics and Finance"
804,American Economic Journal-Applied Economics,Social Sciences
813,American Heart Journal Plus: Cardiology Research and Practice,Medicine
806,American Economic Journal-Macroeconomics,"Economics, Econometrics and Finance"
803,AMERICAN CERAMIC SOCIETY BULLETIN,Materials Science
808,American Economic Review-Insights,Social Sciences
824,American Journal of Business,"Business, Management and Accounting"
831,American Journal of Clinical and Experimental Urology,Medicine
830,American Journal of Clinical and Experimental Immunology,Medicine
798,AMERICAN BANKRUPTCY LAW JOURNAL,"Business, Management and Accounting"
811,American Health and Drug Benefits,"Economics, Econometrics and Finance"
814,AMERICAN HISTORY,Social Sciences
878,AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,Medicine
852,AMERICAN JOURNAL OF GASTROENTEROLOGY,"Biochemistry, Genetics and Molecular Biology"
873,American Journal of Medicine,Medicine
863,AMERICAN JOURNAL OF KIDNEY DISEASES,Medicine
848,AMERICAN JOURNAL OF EPIDEMIOLOGY,Social Sciences
856,AMERICAN JOURNAL OF HEMATOLOGY,Medicine
859,AMERICAN JOURNAL OF HUMAN GENETICS,"Biochemistry, Genetics and Molecular Biology"
842,AMERICAN JOURNAL OF DERMATOPATHOLOGY,Medicine
853,AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,Medicine
837,AMERICAN JOURNAL OF COMPARATIVE LAW,Social Sciences
845,AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,"Economics, Econometrics and Finance"
874,AMERICAN JOURNAL OF NEPHROLOGY,Medicine
857,American Journal of Hospice & Palliative Medicine,Medicine
851,AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY,Medicine
865,AMERICAN JOURNAL OF LEGAL HISTORY,Social Sciences
872,AMERICAN JOURNAL OF MEDICAL QUALITY,"Economics, Econometrics and Finance"
866,American Journal of Lifestyle Medicine,Health Professions
849,AMERICAN JOURNAL OF EVALUATION,Decision Sciences
850,AMERICAN JOURNAL OF FAMILY THERAPY,Psychology
864,AMERICAN JOURNAL OF LAW & MEDICINE,Social Sciences
854,American Journal of Health Education,Medicine
843,American Journal of Distance Education,Social Sciences
840,AMERICAN JOURNAL OF DANCE THERAPY,Psychology
839,American Journal of Cultural Sociology,Social Sciences
841,AMERICAN JOURNAL OF DENTISTRY,Dentistry
902,AMERICAN JOURNAL OF PSYCHIATRY,Arts and Humanities
909,AMERICAN JOURNAL OF ROENTGENOLOGY,Medicine
906,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,Medicine
913,AMERICAN JOURNAL OF SOCIOLOGY,Social Sciences
888,AMERICAN JOURNAL OF PHYSICS,Physics and Astronomy
904,AMERICAN JOURNAL OF PUBLIC HEALTH,Health Professions
924,AMERICAN JOURNAL OF VETERINARY RESEARCH,Veterinary
922,AMERICAN JOURNAL OF TRANSPLANTATION,Medicine
889,AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,"Biochemistry, Genetics and Molecular Biology"
903,AMERICAN JOURNAL OF PSYCHOLOGY,Psychology
918,AMERICAN JOURNAL OF SURGICAL PATHOLOGY,Medicine
882,AMERICAN JOURNAL OF PATHOLOGY,Medicine
900,AMERICAN JOURNAL OF PREVENTIVE MEDICINE,Medicine
885,AMERICAN JOURNAL OF PHILOLOGY,Social Sciences
898,AMERICAN JOURNAL OF POTATO RESEARCH,Agricultural and Biological Sciences
907,AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,Medicine
883,AMERICAN JOURNAL OF PERINATOLOGY,Medicine
897,AMERICAN JOURNAL OF POLITICAL SCIENCE,Social Sciences
925,American Journalism,Social Sciences
927,AMERICAN LITERARY HISTORY,Social Sciences
899,American Journal of Preventive Cardiology,Medicine
911,AMERICAN JOURNAL OF SEMIOTICS,Social Sciences
912,American Journal of Sexuality Education,Health Professions
926,American Law and Economics Review,"Economics, Econometrics and Finance"
896,American Journal of Play,Social Sciences
916,American Journal of Stem Cells,Medicine
931,AMERICAN MATHEMATICAL MONTHLY,Mathematics
939,AMERICAN POLITICAL SCIENCE REVIEW,Social Sciences
941,AMERICAN PSYCHOLOGIST,Psychology
945,AMERICAN SOCIOLOGICAL REVIEW,Social Sciences
952,AMERICAS,Arts and Humanities
950,AMERICAN SURGEON,Medicine
929,AMERICAN LITERATURE,Arts and Humanities
934,AMERICAN MUSEUM NOVITATES,Earth and Planetary Sciences
947,AMERICAN SPEECH,Social Sciences
942,AMERICAN QUARTERLY,Social Sciences
944,AMERICAN SCIENTIST,Social Sciences
955,AMPHIBIA-REPTILIA,Environmental Science
935,AMERICAN MUSIC,Arts and Humanities
943,American Review of Canadian Studies,Social Sciences
957,AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,"Biochemistry, Genetics and Molecular Biology"
946,AMERICAN SOCIOLOGIST,Social Sciences
937,American Nineteenth Century History,"Business, Management and Accounting"
949,AMERICAN STUDIES IN SCANDINAVIA,Social Sciences
938,AMERICAN PHILOSOPHICAL QUARTERLY,Arts and Humanities
940,American Political Thought,Social Sciences
930,AMERICAN MALACOLOGICAL BULLETIN,Environmental Science
954,Amme Idaresi Dergisi,Social Sciences
951,"American, British and Canadian Studies",Arts and Humanities
960,Anadolu Arastirmalari-Anatolian Research,Arts and Humanities
928,AMERICAN LITERARY REALISM,Arts and Humanities
959,Anacronismo e Irrupcion,Social Sciences
964,ANAESTHESIA,Medicine
987,ANALES DE PEDIATRIA,Health Professions
965,ANAESTHESIA AND INTENSIVE CARE,Medicine
973,ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,Environmental Science
966,Anaesthesia and Intensive Care Medicine,Medicine
990,ANALES DEL JARDIN BOTANICO DE MADRID,Agricultural and Biological Sciences
988,Anales de Psicologia,Psychology
968,Anaesthesia Pain & Intensive Care,Medicine
991,Anales del Seminario de Historia de la Filosofia,Social Sciences
978,ANALES CERVANTINOS,Arts and Humanities
985,Anales de Literatura Espanola,Arts and Humanities
975,Analele Stiintifice ale Universitatii Ovidius Constanta-Seria Matematica,Mathematics
986,Anales de Literatura Hispanoamericana,Arts and Humanities
970,Anaesthesiologie,Medicine
977,Anales AFA,Environmental Science
982,Anales de Historia del Arte,Arts and Humanities
969,Anaesthesia Reports,Medicine
962,Anadolu Universitesi Sanat & Tasarim Dergisi-Anadolu University Journal of Art & Design,Arts and Humanities
980,Anales de Filologia Francesa,Arts and Humanities
981,Anales de Geografia de la Universidad Complutense,Social Sciences
974,Analecta Politica,Social Sciences
979,Anales de Documentacion,Arts and Humanities
989,Anales del Instituto de Actuarios Espanoles,"Economics, Econometrics and Finance"
984,Anales de Literatura Chilena,Arts and Humanities
972,Anais Brasileiros de Estudos Turisticos-ABET,Social Sciences
976,Analele Universitatii Bucuresti-Stiinte Politice,Social Sciences
983,ANALES DE LA LITERATURA ESPANOLA CONTEMPORANEA,Arts and Humanities
1015,ANALYTICAL CHEMISTRY,Chemistry
1009,Analytica Chimica Acta,Chemistry
1017,ANALYTICAL LETTERS,Chemical Engineering
997,ANALYSIS,Psychology
1023,ANASTHESIOLOGIE INTENSIVMEDIZIN NOTFALLMEDIZIN SCHMERZTHERAPIE,Medicine
996,ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING,Engineering
1019,Analytical Science and Technology,Agricultural and Biological Sciences
1024,Anatolian Journal of Cardiology,Medicine
992,Anales del Sistema Sanitario De Navarra,"Business, Management and Accounting"
1003,Analysis Mathematica,Mathematics
1005,Analysis-International Mathematical Journal of Analysis and its Applications,Mathematics
1001,Analysis and Mathematical Physics,Mathematics
1025,Anatolian Studies,Arts and Humanities
1016,Analytical Chemistry Letters,Chemistry
994,Analisi-Quaderns de Comunicacio i Cultura,Computer Science
1002,Analysis in Theory and Applications,Mathematics
993,Anali Zavoda za Povijesne Znanosti Hrvatske Akademije Znanosti I Umjetnosti u Dubrovniku,"Economics, Econometrics and Finance"
1004,Analysis of Verbal Behavior,Psychology
1008,Analytic Philosophy,Psychology
995,Analisis Filosofico,Psychology
1021,Anaquel de Estudios Arabes,Arts and Humanities
1007,Analytic Methods in Accident Research,Engineering
1000,Analysis and Geometry in Metric Spaces,Mathematics
1012,Analytical and Bioanalytical Chemistry Research,Engineering
1022,ANASTHESIOLOGIE & INTENSIVMEDIZIN,Medicine
1048,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,Chemistry
1045,ANESTHESIOLOGY,Medicine
1043,ANESTHESIA AND ANALGESIA,Medicine
1053,ANGLIA-ZEITSCHRIFT FUR ENGLISCHE PHILOLOGIE,Arts and Humanities
1026,ANATOMIA HISTOLOGIA EMBRYOLOGIA,Medicine
1046,ANGELAKI-JOURNAL OF THE THEORETICAL HUMANITIES,Arts and Humanities
1029,Anatomical Sciences Education,Engineering
1050,Angiologia,Medicine
1044,Anesthesie & Reanimation,Medicine
1049,ANGIOGENESIS,"Biochemistry, Genetics and Molecular Biology"
1069,Animal Nutrition,Agricultural and Biological Sciences
1028,ANATOMICAL SCIENCE INTERNATIONAL,Medicine
1036,Andamios,Social Sciences
1033,Ancient Mesoamerica,Earth and Planetary Sciences
1030,Anatomy & Cell Biology,Medicine
1037,Andean Geology,Earth and Planetary Sciences
1038,Andes Pediatrica,Health Professions
1057,ANIMAL BIOLOGY,Agricultural and Biological Sciences
1056,ANIMAL BIODIVERSITY AND CONSERVATION,Environmental Science
1068,Animal Microbiome,"Biochemistry, Genetics and Molecular Biology"
1032,Ancient Civilizations from Scythia to Siberia,Social Sciences
1067,ANIMAL HEALTH RESEARCH REVIEWS,Agricultural and Biological Sciences
1035,Anclajes,Social Sciences
1042,Anesteziologie a Intenzivni Medicina,Medicine
1034,Ancient Near Eastern Studies,Arts and Humanities
1041,Anduli,Social Sciences
1047,Angermion-Yearbook for Anglo-German Literary Criticism Intellectual History and Cultural Transfers-Jahrbuch fuer Britisch-Deutsche Kulturbeziehungen,Arts and Humanities
1031,Ancient Asia-Journal of the Society of South Asian Archaeology,Social Sciences
1105,ANNALES MEDICO-PSYCHOLOGIQUES,Psychology
1100,ANNALES HISTORIQUES DE LA REVOLUTION FRANCAISE,Arts and Humanities
1070,Animal Production Science,Agricultural and Biological Sciences
1088,ANNALES DE L INSTITUT FOURIER,Mathematics
1095,ANNALES DE PATHOLOGIE,Medicine
1092,ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE,"Biochemistry, Genetics and Molecular Biology"
1075,ANIMAL WELFARE,Veterinary
1079,Ankara Universitesi Veteriner Fakultesi Dergisi,Arts and Humanities
1084,ANNALES DE BIOLOGIE CLINIQUE,Social Sciences
1086,Annales de Chirurgie Plastique Esthetique,Medicine
1099,ANNALES HENRI POINCARE,Mathematics
1091,ANNALES DE L INSTITUT HENRI POINCARE-PROBABILITES ET STATISTIQUES,Mathematics
1097,Annales Francaises de Medecine d Urgence,Medicine
1093,ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY,Environmental Science
1085,ANNALES DE CHIMIE-SCIENCE DES MATERIAUX,Engineering
1082,ANNALES BOTANICI FENNICI,Agricultural and Biological Sciences
1074,ANIMAL SCIENCE PAPERS AND REPORTS,"Biochemistry, Genetics and Molecular Biology"
1094,ANNALES DE PALEONTOLOGIE,Earth and Planetary Sciences
1078,Ankara Universitesi Egitim Bilimleri Fakultesi Ozel Egitim Dergisi-Ankara University Faculty of Educational Sciences Journal of Special Education,Arts and Humanities
1077,Animation-An Interdisciplinary Journal,"Economics, Econometrics and Finance"
1101,Annales Instituti Archaeologici,Arts and Humanities
1096,Annales Fennici Mathematici,Mathematics
1104,Annales Mathematiques du Quebec,Mathematics
1102,Annales Mathematicae et Informaticae,Physics and Astronomy
1103,Annales Mathematicae Silesianae,Mathematics
1089,Annales de l Institut Henri Poincare D,Mathematics
1126,ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,Medicine
1118,ANNALI DI MATEMATICA PURA ED APPLICATA,Computer Science
1139,Annals of Clinical and Analytical Medicine,Medicine
1107,Annales Polonici Mathematici,Mathematics
1141,Annals of Clinical and Translational Neurology,Medicine
1131,ANNALS OF APPLIED PROBABILITY,Mathematics
1108,ANNALES SCIENTIFIQUES DE L ECOLE NORMALE SUPERIEURE,Mathematics
1136,Annals of Cardiac Anaesthesia,Medicine
1133,Annals of Applied Statistics,Mathematics
1111,ANNALES ZOOLOGICI,Agricultural and Biological Sciences
1106,Annales Pharmaceutiques Francaises,Medicine
1109,ANNALES SOCIETATIS GEOLOGORUM POLONIAE,Earth and Planetary Sciences
1124,ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE,Environmental Science
