Journal name,Year,JIF,Rank," 9,483.00 ",,,,,,
eTransportation,2022,11.9,372, 3.92 ,,,,,,
IEEE TRANSACTIONS ON FUZZY SYSTEMS,2022,11.9,373, 3.93 ,,,,,,
Journal of Materials Chemistry A,2022,11.9,374, 3.94 ,,,,,,
NATURAL PRODUCT REPORTS,2022,11.9,375, 3.95 ,,,,,,
PSYCHIATRY AND CLINICAL NEUROSCIENCES,2022,11.9,376, 3.96 ,,,,,,
Annual Review of Ecology Evolution and Systematics,2022,11.8,377, 3.98 ,,,,,,
CANCER TREATMENT REVIEWS,2022,11.8,378, 3.99 ,,,,,,
CLINICAL INFECTIOUS DISEASES,2022,11.8,379, 4.00 ,,,,,,
DEVELOPMENTAL CELL,2022,11.8,380, 4.01 ,,,,,,
EMERGING INFECTIOUS DISEASES,2022,11.8,381, 4.02 ,,,,,,
ENVIRONMENT INTERNATIONAL,2022,11.8,382, 4.03 ,,,,,,
IEEE Transactions on Cybernetics,2022,11.8,383, 4.04 ,,,,,,
IEEE-CAA Journal of Automatica Sinica,2022,11.8,384, 4.05 ,,,,,,
International Journal of Mining Science and Technology,2022,11.8,385, 4.06 ,,,,,,
Journal of Sport and Health Science,2022,11.7,386, 4.07 ,,,,,,
Nano Convergence,2022,11.7,387, 4.08 ,,,,,,
Physics of Life Reviews,2022,11.7,388, 4.09 ,,,,,,
PROGRESS IN QUANTUM ELECTRONICS,2022,11.7,389, 4.10 ,,,,,,
Pulmonology,2022,11.7,390, 4.11 ,,,,,,
Sustainable Cities and Society,2022,11.7,391, 4.12 ,,,,,,
GLOBAL CHANGE BIOLOGY,2022,11.6,392, 4.13 ,,,,,,
PLANT CELL,2022,11.6,393, 4.14 ,,,,,,
CLINICAL CANCER RESEARCH,2022,11.5,394, 4.15 ,,,,,,
DRUGS,2022,11.5,395, 4.17 ,,,,,,
Materials Today Physics,2022,11.5,396, 4.18 ,,,,,,
Reviews in Fisheries Science & Aquaculture,2022,11.5,397, 4.19 ,,,,,,
ACS Materials Letters,2022,11.4,398, 4.20 ,,,,,,
BIORESOURCE TECHNOLOGY,2022,11.4,399, 4.21 ,,,,,,
CEMENT AND CONCRETE RESEARCH,2022,11.4,400, 4.22 ,,,,,,
Earth System Science Data,2022,11.4,401, 4.23 ,,,,,,
EMBO JOURNAL,2022,11.4,402, 4.24 ,,,,,,
ENVIRONMENTAL SCIENCE & TECHNOLOGY,2022,11.4,403, 4.25 ,,,,,,
Journal of Integrative Plant Biology,2022,11.4,404, 4.26 ,,,,,,
LEUKEMIA,2022,11.4,405, 4.27 ,,,,,,
MEDICAL JOURNAL OF AUSTRALIA,2022,11.4,406, 4.28 ,,,,,,
npj Clean Water,2022,11.4,407, 4.29 ,,,,,,
Redox Biology,2022,11.4,408, 4.30 ,,,,,,
TRENDS IN GENETICS,2022,11.4,409, 4.31 ,,,,,,
Wiley Interdisciplinary Reviews-Computational Molecular Science,2022,11.4,410, 4.32 ,,,,,,
Annual Review of Cell and Developmental Biology,2022,11.3,411, 4.33 ,,,,,,
Annual Review of Virology,2022,11.3,412, 4.34 ,,,,,,
Biomaterials Research,2022,11.3,413, 4.36 ,,,,,,
FEMS MICROBIOLOGY REVIEWS,2022,11.3,414, 4.37 ,,,,,,
JACC-Cardiovascular Interventions,2022,11.3,415, 4.38 ,,,,,,
JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,2022,11.3,416, 4.39 ,,,,,,
PSYCHIATRY RESEARCH,2022,11.3,417, 4.40 ,,,,,,
ANNALS OF NEUROLOGY,2022,11.2,418, 4.41 ,,,,,,
APPLIED ENERGY,2022,11.2,419, 4.42 ,,,,,,
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,2022,11.2,420, 4.43 ,,,,,,
CANCER RESEARCH,2022,11.2,421, 4.44 ,,,,,,
Carbohydrate Polymers,2022,11.2,422, 4.45 ,,,,,,
IEEE COMMUNICATIONS MAGAZINE,2022,11.2,423, 4.46 ,,,,,,
IEEE Transactions on Affective Computing,2022,11.2,424, 4.47 ,,,,,,
Trends in Environmental Analytical Chemistry,2022,11.2,425, 4.48 ,,,,,,
Annual Review of Genetics,2022,11.1,426, 4.49 ,,,,,,
Biomarker Research,2022,11.1,427, 4.50 ,,,,,,
BULLETIN OF THE WORLD HEALTH ORGANIZATION,2022,11.1,428, 4.51 ,,,,,,
EBioMedicine,2022,11.1,429, 4.52 ,,,,,,
EMBO Molecular Medicine,2022,11.1,430, 4.53 ,,,,,,
JACC: CardioOncology,2022,11.1,431, 4.54 ,,,,,,
Journal of Cleaner Production,2022,11.1,432, 4.56 ,,,,,,
JOURNAL OF INTERNAL MEDICINE,2022,11.1,433, 4.57 ,,,,,,
PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2022,11.1,434, 4.58 ,,,,,,
REVIEWS IN MEDICAL VIROLOGY,2022,11.1,435, 4.59 ,,,,,,
Additive Manufacturing,2022,11,436, 4.60 ,,,,,,
CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,2022,11,437, 4.61 ,,,,,,
ISME Journal,2022,11,438, 4.62 ,,,,,,
JOURNAL OF BIOMEDICAL SCIENCE,2022,11,439, 4.63 ,,,,,,
JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,2022,11,440, 4.64 ,,,,,,
Laser & Photonics Reviews,2022,11,441, 4.65 ,,,,,,
MOLECULAR PSYCHIATRY,2022,11,442, 4.66 ,,,,,,
Protection and Control of Modern Power Systems,2022,11,443, 4.67 ,,,,,,
Research,2022,11,444, 4.68 ,,,,,,
ACTA PHYSICO-CHIMICA SINICA,2022,10.9,445, 4.69 ,,,,,,
CARBON,2022,10.9,446, 4.70 ,,,,,,
CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,2022,10.9,447, 4.71 ,,,,,,
Environmental Science & Technology Letters,2022,10.9,448, 4.72 ,,,,,,
Experimental Hematology & Oncology,2022,10.9,449, 4.73 ,,,,,,
JAMA Dermatology,2022,10.9,450, 4.75 ,,,,,,
Journal for ImmunoTherapy of Cancer,2022,10.9,451, 4.76 ,,,,,,
Journal of Materials Science & Technology,2022,10.9,452, 4.77 ,,,,,,
MEDICAL IMAGE ANALYSIS,2022,10.9,453, 4.78 ,,,,,,
Transactions of the Association for Computational Linguistics,2022,10.9,454, 4.79 ,,,,,,
TRENDS IN ENDOCRINOLOGY AND METABOLISM,2022,10.9,455, 4.80 ,,,,,,
CARDIOVASCULAR RESEARCH,2022,10.8,456, 4.81 ,,,,,,
CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,2022,10.8,457, 4.82 ,,,,,,
Globalization and Health,2022,10.8,458, 4.83 ,,,,,,
International Journal of Antimicrobial Agents,2022,10.8,459, 4.84 ,,,,,,
JOURNAL OF CONTROLLED RELEASE,2022,10.8,460, 4.85 ,,,,,,
NANO LETTERS,2022,10.8,461, 4.86 ,,,,,,
ANAESTHESIA,2022,10.7,462, 4.87 ,,,,,,
FOOD HYDROCOLLOIDS,2022,10.7,463, 4.88 ,,,,,,
Journal of Advanced Research,2022,10.7,464, 4.89 ,,,,,,
MOLECULAR BIOLOGY AND EVOLUTION,2022,10.7,465, 4.90 ,,,,,,
Biological Psychiatry,2022,10.6,466, 4.91 ,,,,,,
Clinical and Translational Medicine,2022,10.6,467, 4.92 ,,,,,,
CLINICAL NUCLEAR MEDICINE,2022,10.6,468, 4.94 ,,,,,,
IEEE Internet of Things Journal,2022,10.6,469, 4.95 ,,,,,,
IEEE TRANSACTIONS ON IMAGE PROCESSING,2022,10.6,470, 4.96 ,,,,,,
IEEE TRANSACTIONS ON MEDICAL IMAGING,2022,10.6,471, 4.97 ,,,,,,
MOLECULAR ASPECTS OF MEDICINE,2022,10.6,472, 4.98 ,,,,,,
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2022,10.6,473, 4.99 ,,,,,,
Virtual and Physical Prototyping,2022,10.6,474, 5.00 ,,,,,,
Annual Review of Medicine,2022,10.5,475, 5.01 ,,,,,,
Annual Review of Microbiology,2022,10.5,476, 5.02 ,,,,,,
BRITISH JOURNAL OF PSYCHIATRY,2022,10.5,477, 5.03 ,,,,,,
CEMENT & CONCRETE COMPOSITES,2022,10.5,478, 5.04 ,,,,,,
GENES & DEVELOPMENT,2022,10.5,479, 5.05 ,,,,,,
JOURNAL OF PRODUCT INNOVATION MANAGEMENT,2022,10.5,480, 5.06 ,,,,,,
Plant Communications,2022,10.5,481, 5.07 ,,,,,,
SLEEP MEDICINE REVIEWS,2022,10.5,482, 5.08 ,,,,,,
ENERGY CONVERSION AND MANAGEMENT,2022,10.4,483, 5.09 ,,,,,,
ENVIRONMENTAL HEALTH PERSPECTIVES,2022,10.4,484, 5.10 ,,,,,,
Foundations and Trends in Information Retrieval,2022,10.4,485, 5.11 ,,,,,,
IEEE Transactions on Neural Networks and Learning Systems,2022,10.4,486, 5.12 ,,,,,,
IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,2022,10.4,487, 5.14 ,,,,,,
JOURNAL OF THROMBOSIS AND HAEMOSTASIS,2022,10.4,488, 5.15 ,,,,,,
Optica,2022,10.4,489, 5.16 ,,,,,,
Reviews in Aquaculture,2022,10.4,490, 5.17 ,,,,,,
ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,2022,10.4,491, 5.18 ,,,,,,
AUTOMATION IN CONSTRUCTION,2022,10.3,492, 5.19 ,,,,,,
BRITISH JOURNAL OF DERMATOLOGY,2022,10.3,493, 5.20 ,,,,,,
FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,2022,10.3,494, 5.21 ,,,,,,
JNCI-Journal of the National Cancer Institute,2022,10.3,495, 5.22 ,,,,,,
JOURNAL OF PINEAL RESEARCH,2022,10.3,496, 5.23 ,,,,,,
Materials Today Nano,2022,10.3,497, 5.24 ,,,,,,
SPACE SCIENCE REVIEWS,2022,10.3,498, 5.25 ,,,,,,
Annual Review of Phytopathology,2022,10.2,499, 5.26 ,,,,,,
Asian Journal of Pharmaceutical Sciences,2022,10.2,500, 5.27 ,,,,,,
CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,2022,10.2,501, 5.28 ,,,,,,
JOURNAL OF NANOBIOTECHNOLOGY,2022,10.2,502, 5.29 ,,,,,,
SIAM REVIEW,2022,10.2,503, 5.30 ,,,,,,
BIOSCIENCE,2022,10.1,504, 5.31 ,,,,,,
Cancer Immunology Research,2022,10.1,505, 5.33 ,,,,,,
HAEMATOLOGICA,2022,10.1,506, 5.34 ,,,,,,
Journal of Nanostructure in Chemistry,2022,10.1,507, 5.35 ,,,,,,
Advanced Healthcare Materials,2022,10,508, 5.36 ,,,,,,
Applied and Computational Mathematics,2022,10,509, 5.37 ,,,,,,
BIOLOGICAL REVIEWS,2022,10,510, 5.38 ,,,,,,
COMPUTERS IN INDUSTRY,2022,10,511, 5.39 ,,,,,,
CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,2022,10,512, 5.40 ,,,,,,
Materials Today Advances,2022,10,513, 5.41 ,,,,,,
Particle and Fibre Toxicology,2022,10,514, 5.42 ,,,,,,
Swarm and Evolutionary Computation,2022,10,515, 5.43 ,,,,,,
THORAX,2022,10,516, 5.44 ,,,,,,
Current Opinion in Food Science,2022,9.9,517, 5.45 ,,,,,,
DESALINATION,2022,9.9,518, 5.46 ,,,,,,
INFORMATION & MANAGEMENT,2022,9.9,519, 5.47 ,,,,,,
JOURNAL OF COLLOID AND INTERFACE SCIENCE,2022,9.9,520, 5.48 ,,,,,,
Molecular Systems Biology,2022,9.9,521, 5.49 ,,,,,,
Nano Research,2022,9.9,522, 5.50 ,,,,,,
NEUROLOGY,2022,9.9,523, 5.52 ,,,,,,
AMERICAN JOURNAL OF GASTROENTEROLOGY,2022,9.8,524, 5.53 ,,,,,,
AMERICAN JOURNAL OF HUMAN GENETICS,2022,9.8,525, 5.54 ,,,,,,
AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,2022,9.8,526, 5.55 ,,,,,,
ANGIOGENESIS,2022,9.8,527, 5.56 ,,,,,,
BRITISH JOURNAL OF ANAESTHESIA,2022,9.8,528, 5.57 ,,,,,,
Clinical Journal of the American Society of Nephrology,2022,9.8,529, 5.58 ,,,,,,
GREEN CHEMISTRY,2022,9.8,530, 5.59 ,,,,,,
INTERNATIONAL JOURNAL OF PLASTICITY,2022,9.8,531, 5.60 ,,,,,,
METABOLISM-CLINICAL AND EXPERIMENTAL,2022,9.8,532, 5.61 ,,,,,,
PLOS BIOLOGY,2022,9.8,533, 5.62 ,,,,,,
Research Synthesis Methods,2022,9.8,534, 5.63 ,,,,,,
Science of The Total Environment,2022,9.8,535, 5.64 ,,,,,,
Scientific Data,2022,9.8,536, 5.65 ,,,,,,
SPORTS MEDICINE,2022,9.8,537, 5.66 ,,,,,,
SURFACE SCIENCE REPORTS,2022,9.8,538, 5.67 ,,,,,,
Acta Biomaterialia,2022,9.7,539, 5.68 ,,,,,,
Annual Review of Biomedical Engineering,2022,9.7,540, 5.69 ,,,,,,
Annual Review of Materials Research,2022,9.7,541, 5.70 ,,,,,,
ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING,2022,9.7,542, 5.72 ,,,,,,
CANCER LETTERS,2022,9.7,543, 5.73 ,,,,,,
Circulation-Heart Failure,2022,9.7,544, 5.74 ,,,,,,
HEALTH AFFAIRS,2022,9.7,545, 5.75 ,,,,,,
JACC-Basic to Translational Science,2022,9.7,546, 5.76 ,,,,,,
Nanoscale Horizons,2022,9.7,547, 5.77 ,,,,,,
NPG Asia Materials,2022,9.7,548, 5.78 ,,,,,,
npj 2D Materials and Applications,2022,9.7,549, 5.79 ,,,,,,
npj Computational Materials,2022,9.7,550, 5.80 ,,,,,,
PRX Quantum,2022,9.7,551, 5.81 ,,,,,,
SOIL BIOLOGY & BIOCHEMISTRY,2022,9.7,552, 5.82 ,,,,,,
British Journal of Surgery,2022,9.6,553, 5.83 ,,,,,,
CHEST,2022,9.6,554, 5.84 ,,,,,,
COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,2022,9.6,555, 5.85 ,,,,,,
IEEE Transactions on Smart Grid,2022,9.6,556, 5.86 ,,,,,,
PROGRESS IN AEROSPACE SCIENCES,2022,9.6,557, 5.87 ,,,,,,
PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,2022,9.6,558, 5.88 ,,,,,,
Science China-Chemistry,2022,9.6,559, 5.89 ,,,,,,
Sustainable Materials and Technologies,2022,9.6,560, 5.91 ,,,,,,
TRENDS IN PARASITOLOGY,2022,9.6,561, 5.92 ,,,,,,
ACS Applied Materials & Interfaces,2022,9.5,562, 5.93 ,,,,,,
Asian Journal of Psychiatry,2022,9.5,563, 5.94 ,,,,,,
BASIC RESEARCH IN CARDIOLOGY,2022,9.5,564, 5.95 ,,,,,,
BRIEFINGS IN BIOINFORMATICS,2022,9.5,565, 5.96 ,,,,,,
Current Climate Change Reports,2022,9.5,566, 5.97 ,,,,,,
Current Forestry Reports,2022,9.5,567, 5.98 ,,,,,,
CURRENT OPINION IN PLANT BIOLOGY,2022,9.5,568, 5.99 ,,,,,,
EUROPEAN JOURNAL OF INFORMATION SYSTEMS,2022,9.5,569, 6.00 ,,,,,,
GENOMICS PROTEOMICS & BIOINFORMATICS,2022,9.5,570, 6.01 ,,,,,,
JOURNAL OF MEMBRANE SCIENCE,2022,9.5,571, 6.02 ,,,,,,
ACTA MATERIALIA,2022,9.4,572, 6.03 ,,,,,,
ANNUAL REVIEWS IN CONTROL,2022,9.4,573, 6.04 ,,,,,,
Journal of Allergy and Clinical Immunology-In Practice,2022,9.4,574, 6.05 ,,,,,,
JOURNAL OF CLINICAL MICROBIOLOGY,2022,9.4,575, 6.06 ,,,,,,
Journal of Energy Storage,2022,9.4,576, 6.07 ,,,,,,
Journal of Materiomics,2022,9.4,577, 6.08 ,,,,,,
NEW PHYTOLOGIST,2022,9.4,578, 6.10 ,,,,,,
Advances in Nutrition,2022,9.3,579, 6.11 ,,,,,,
BMC Medicine,2022,9.3,580, 6.12 ,,,,,,
Cardiovascular Diabetology,2022,9.3,581, 6.13 ,,,,,,
Cell Systems,2022,9.3,582, 6.14 ,,,,,,
CLINICAL CHEMISTRY,2022,9.3,583, 6.15 ,,,,,,
COMPUTATIONAL LINGUISTICS,2022,9.3,584, 6.16 ,,,,,,
Current Opinion in Green and Sustainable Chemistry,2022,9.3,585, 6.17 ,,,,,,
ENDOSCOPY,2022,9.3,586, 6.18 ,,,,,,
IEEE NETWORK,2022,9.3,587, 6.19 ,,,,,,
Journal of Neuroinflammation,2022,9.3,588, 6.20 ,,,,,,
JOURNAL OF NUCLEAR MEDICINE,2022,9.3,589, 6.21 ,,,,,,
Materials Today Energy,2022,9.3,590, 6.22 ,,,,,,
PHARMACOLOGICAL RESEARCH,2022,9.3,591, 6.23 ,,,,,,
TRENDS IN CARDIOVASCULAR MEDICINE,2022,9.3,592, 6.24 ,,,,,,
CANCER AND METASTASIS REVIEWS,2022,9.2,593, 6.25 ,,,,,,
CURRENT BIOLOGY,2022,9.2,594, 6.26 ,,,,,,
GigaScience,2022,9.2,595, 6.27 ,,,,,,
International Journal of Biological Sciences,2022,9.2,596, 6.28 ,,,,,,
INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,2022,9.2,597, 6.30 ,,,,,,
INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,2022,9.2,598, 6.31 ,,,,,,
JOURNAL OF POWER SOURCES,2022,9.2,599, 6.32 ,,,,,,
JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY,2022,9.2,600, 6.33 ,,,,,,
npj Biofilms and Microbiomes,2022,9.2,601, 6.34 ,,,,,,
npj Vaccines,2022,9.2,602, 6.35 ,,,,,,
Revista de Psiquiatria y Salud Mental,2022,9.2,603, 6.36 ,,,,,,
Wiley Interdisciplinary Reviews-Climate Change,2022,9.2,604, 6.37 ,,,,,,
CHINESE CHEMICAL LETTERS,2022,9.1,605, 6.38 ,,,,,,
CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,2022,9.1,606, 6.39 ,,,,,,
COMPOSITES SCIENCE AND TECHNOLOGY,2022,9.1,607, 6.40 ,,,,,,
EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,2022,9.1,608, 6.41 ,,,,,,
JOURNAL OF CLINICAL IMMUNOLOGY,2022,9.1,609, 6.42 ,,,,,,
LANDSCAPE AND URBAN PLANNING,2022,9.1,610, 6.43 ,,,,,,
PERSOONIA,2022,9.1,611, 6.44 ,,,,,,
PROGRESS IN CARDIOVASCULAR DISEASES,2022,9.1,612, 6.45 ,,,,,,
Science China-Life Sciences,2022,9.1,613, 6.46 ,,,,,,
Advanced Optical Materials,2022,9,614, 6.47 ,,,,,,
Alzheimers Research & Therapy,2022,9,615, 6.49 ,,,,,,
ANNALS OF SURGERY,2022,9,616, 6.50 ,,,,,,
Biofabrication,2022,9,617, 6.51 ,,,,,,
CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,2022,9,618, 6.52 ,,,,,,
Cell Death & Disease,2022,9,619, 6.53 ,,,,,,
CRITICAL REVIEWS IN BIOTECHNOLOGY,2022,9,620, 6.54 ,,,,,,
Energy,2022,9,621, 6.55 ,,,,,,
Energy Policy,2022,9,622, 6.56 ,,,,,,
IEEE Computational Intelligence Magazine,2022,9,623, 6.57 ,,,,,,
npj Climate and Atmospheric Science,2022,9,624, 6.58 ,,,,,,
Seminars in Immunopathology,2022,9,625, 6.59 ,,,,,,
ACS Sensors,2022,8.9,626, 6.60 ,,,,,,
Annual Review of Nutrition,2022,8.9,627, 6.61 ,,,,,,
Cell Reports Physical Science,2022,8.9,628, 6.62 ,,,,,,
Clinical and Molecular Hepatology,2022,8.9,629, 6.63 ,,,,,,
CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,2022,8.9,630, 6.64 ,,,,,,
ENVIRONMENTAL POLLUTION,2022,8.9,631, 6.65 ,,,,,,
Geoscience Frontiers,2022,8.9,632, 6.66 ,,,,,,
GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,2022,8.9,633, 6.68 ,,,,,,
Global Food Security-Agriculture Policy Economics and Environment,2022,8.9,634, 6.69 ,,,,,,
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,2022,8.9,635, 6.70 ,,,,,,
Journal of Cachexia Sarcopenia and Muscle,2022,8.9,636, 6.71 ,,,,,,
JOURNAL OF HEART AND LUNG TRANSPLANTATION,2022,8.9,637, 6.72 ,,,,,,
MAYO CLINIC PROCEEDINGS,2022,8.9,638, 6.73 ,,,,,,
Obesity Reviews,2022,8.9,639, 6.74 ,,,,,,
QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY,2022,8.9,640, 6.75 ,,,,,,
Radiologia Medica,2022,8.9,641, 6.76 ,,,,,,
ADVANCED ENGINEERING INFORMATICS,2022,8.8,642, 6.77 ,,,,,,
AMERICAN JOURNAL OF TRANSPLANTATION,2022,8.8,643, 6.78 ,,,,,,
ANESTHESIOLOGY,2022,8.8,644, 6.79 ,,,,,,
BRITISH JOURNAL OF CANCER,2022,8.8,645, 6.80 ,,,,,,
Cell Reports,2022,8.8,646, 6.81 ,,,,,,
Chemosphere,2022,8.8,647, 6.82 ,,,,,,
CRITICAL CARE MEDICINE,2022,8.8,648, 6.83 ,,,,,,
Current Obesity Reports,2022,8.8,649, 6.84 ,,,,,,
ECOLOGY LETTERS,2022,8.8,650, 6.85 ,,,,,,
Food Chemistry,2022,8.8,651, 6.86 ,,,,,,
GENETICS IN MEDICINE,2022,8.8,652, 6.88 ,,,,,,
IEEE Transactions on Sustainable Energy,2022,8.8,653, 6.89 ,,,,,,
JOURNAL OF CLINICAL VIROLOGY,2022,8.8,654, 6.90 ,,,,,,
Journal of Pharmaceutical Analysis,2022,8.8,655, 6.91 ,,,,,,
KNOWLEDGE-BASED SYSTEMS,2022,8.8,656, 6.92 ,,,,,,
Molecular Therapy-Nucleic Acids,2022,8.8,657, 6.93 ,,,,,,
Neurology-Neuroimmunology & Neuroinflammation,2022,8.8,658, 6.94 ,,,,,,
RARE METALS,2022,8.8,659, 6.95 ,,,,,,
Science China-Information Sciences,2022,8.8,660, 6.96 ,,,,,,
Annual Review of Genomics and Human Genetics,2022,8.7,661, 6.97 ,,,,,,
APPLIED SOFT COMPUTING,2022,8.7,662, 6.98 ,,,,,,
ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,2022,8.7,663, 6.99 ,,,,,,
ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,2022,8.7,664, 7.00 ,,,,,,
COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING,2022,8.7,665, 7.01 ,,,,,,
ENGINEERING WITH COMPUTERS,2022,8.7,666, 7.02 ,,,,,,
Horticulture Research,2022,8.7,667, 7.03 ,,,,,,
IEEE Transactions on Systems Man Cybernetics-Systems,2022,8.7,668, 7.04 ,,,,,,
IMMUNOLOGICAL REVIEWS,2022,8.7,669, 7.05 ,,,,,,
International Journal of Behavioral Nutrition and Physical Activity,2022,8.7,670, 7.07 ,,,,,,
Journal of Environmental Management,2022,8.7,671, 7.08 ,,,,,,
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,2022,8.7,672, 7.09 ,,,,,,
npj Parkinsons Disease,2022,8.7,673, 7.10 ,,,,,,
Renewable Energy,2022,8.7,674, 7.11 ,,,,,,
World Journal of Pediatrics,2022,8.7,675, 7.12 ,,,,,,
Cell Chemical Biology,2022,8.6,676, 7.13 ,,,,,,
CHEMISTRY OF MATERIALS,2022,8.6,677, 7.14 ,,,,,,
CLINICAL IMMUNOLOGY,2022,8.6,678, 7.15 ,,,,,,
IEEE Transactions on Cognitive Communications and Networking,2022,8.6,679, 7.16 ,,,,,,
INFORMATION PROCESSING & MANAGEMENT,2022,8.6,680, 7.17 ,,,,,,
Journal of Cheminformatics,2022,8.6,681, 7.18 ,,,,,,
MOVEMENT DISORDERS,2022,8.6,682, 7.19 ,,,,,,
PHYSICAL REVIEW LETTERS,2022,8.6,683, 7.20 ,,,,,,
SEPARATION AND PURIFICATION TECHNOLOGY,2022,8.6,684, 7.21 ,,,,,,
Topics in Current Chemistry,2022,8.6,685, 7.22 ,,,,,,
Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology,2022,8.6,686, 7.23 ,,,,,,
CELL PROLIFERATION,2022,8.5,687, 7.24 ,,,,,,
Conservation Letters,2022,8.5,688, 7.26 ,,,,,,
Current Opinion in Electrochemistry,2022,8.5,689, 7.27 ,,,,,,
EXPERT SYSTEMS WITH APPLICATIONS,2022,8.5,690, 7.28 ,,,,,,
IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,2022,8.5,691, 7.29 ,,,,,,
JMIR Public Health and Surveillance,2022,8.5,692, 7.30 ,,,,,,
ACS Sustainable Chemistry & Engineering,2022,8.4,693, 7.31 ,,,,,,
AGU Advances,2022,8.4,694, 7.32 ,,,,,,
Annual Review of Chemical and Biomolecular Engineering,2022,8.4,695, 7.33 ,,,,,,
Cell Communication and Signaling,2022,8.4,696, 7.34 ,,,,,,
Chemical Science,2022,8.4,697, 7.35 ,,,,,,
ChemSusChem,2022,8.4,698, 7.36 ,,,,,,
Circulation-Arrhythmia and Electrophysiology,2022,8.4,699, 7.37 ,,,,,,
Cochrane Database of Systematic Reviews,2022,8.4,700, 7.38 ,,,,,,
EUROPEAN JOURNAL OF CANCER,2022,8.4,701, 7.39 ,,,,,,
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,2022,8.4,702, 7.40 ,,,,,,
International Journal of Bioprinting,2022,8.4,703, 7.41 ,,,,,,
INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,2022,8.4,704, 7.42 ,,,,,,
MATERIALS & DESIGN,2022,8.4,705, 7.43 ,,,,,,
MECHANICAL SYSTEMS AND SIGNAL PROCESSING,2022,8.4,706, 7.44 ,,,,,,
METABOLIC ENGINEERING,2022,8.4,707, 7.46 ,,,,,,
PHYSIOLOGY,2022,8.4,708, 7.47 ,,,,,,
SENSORS AND ACTUATORS B-CHEMICAL,2022,8.4,709, 7.48 ,,,,,,
ULTRASONICS SONOCHEMISTRY,2022,8.4,710, 7.49 ,,,,,,
Annals of the American Thoracic Society,2022,8.3,711, 7.50 ,,,,,,
Applied Materials Today,2022,8.3,712, 7.51 ,,,,,,
CELLULAR & MOLECULAR BIOLOGY LETTERS,2022,8.3,713, 7.52 ,,,,,,
COMPUTERS AND ELECTRONICS IN AGRICULTURE,2022,8.3,714, 7.53 ,,,,,,
CORROSION SCIENCE,2022,8.3,715, 7.54 ,,,,,,
Dialogues in Clinical Neuroscience,2022,8.3,716, 7.55 ,,,,,,
ENVIRONMENTAL RESEARCH,2022,8.3,717, 7.56 ,,,,,,
European Journal of Preventive Cardiology,2022,8.3,718, 7.57 ,,,,,,
Human Reproduction Open,2022,8.3,719, 7.58 ,,,,,,
HYPERTENSION,2022,8.3,720, 7.59 ,,,,,,
IEEE TRANSACTIONS ON COMMUNICATIONS,2022,8.3,721, 7.60 ,,,,,,
JHEP Reports,2022,8.3,722, 7.61 ,,,,,,
Journal of Field Robotics,2022,8.3,723, 7.62 ,,,,,,
JOURNAL OF INTELLIGENT MANUFACTURING,2022,8.3,724, 7.63 ,,,,,,
Materials Research Letters,2022,8.3,725, 7.65 ,,,,,,
